player_name,player_link,player_birthday,player_current_team,player_handedness,player_position,player_image
Rashad Vaughn,https://www.basketball-reference.com/players/v/vaughra01.html,1996-08-16,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/vaughra01.jpg
Rashard Lewis,https://www.basketball-reference.com/players/l/lewisra02.html,1979-08-08,Free Agent / Retired,Right,Small Forward and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/lewisra02.jpg
Rasheed Wallace,https://www.basketball-reference.com/players/w/wallara01.html,1974-09-17,Free Agent / Retired,Right,Power Forward and Center,https://www.basketball-reference.com/req/202106291/images/headshots/wallara01.jpg
Rasho Nesterović,https://www.basketball-reference.com/players/n/nestera01.html,1976-05-30,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/nestera01.jpg
Rastko Cvetković,https://www.basketball-reference.com/players/c/cvetkra01.html,1970-06-22,Free Agent / Retired,Right,Center,
Rasual Butler,https://www.basketball-reference.com/players/b/butlera01.html,1979-05-23,Free Agent / Retired,Right,Small Forward and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/butlera01.jpg
Ratko Varda,https://www.basketball-reference.com/players/v/vardara01.html,1979-05-06,Free Agent / Retired,Right,Center,
Raul Neto,https://www.basketball-reference.com/players/n/netora01.html,1992-05-19,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/netora01.jpg
Rawle Alkins,https://www.basketball-reference.com/players/a/alkinra01.html,1997-10-29,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/alkinra01.jpg
Rawle Marshall,https://www.basketball-reference.com/players/m/marshra01.html,1982-02-20,Free Agent / Retired,Right,Shooting Guard and Small Forward,
Ray Allen,https://www.basketball-reference.com/players/a/allenra02.html,1975-07-20,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/allenra02.jpg
Ray McCallum,https://www.basketball-reference.com/players/m/mccalra01.html,1991-06-12,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/mccalra01.jpg
Ray Owes,https://www.basketball-reference.com/players/o/owesra01.html,1972-12-11,Free Agent / Retired,Right,Power Forward,
Ray Spalding,https://www.basketball-reference.com/players/s/spaldra01.html,1997-03-11,Free Agent / Retired,Right,Power Forward and Center,https://www.basketball-reference.com/req/202106291/images/headshots/spaldra01.jpg
RayJ Dennis,https://www.basketball-reference.com/players/d/dennira01.html,2001-03-30,Indiana Pacers,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/dennira01.jpg
Rayan Rupert,https://www.basketball-reference.com/players/r/ruperra01.html,2004-05-31,Portland Trail Blazers,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/ruperra01.jpg
Rayjon Tucker,https://www.basketball-reference.com/players/t/tuckera01.html,1997-09-24,Free Agent / Retired,Right,Shooting Guard and Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/tuckera01.jpg
Raymond Felton,https://www.basketball-reference.com/players/f/feltora01.html,1984-06-26,Free Agent / Retired,Right,Point Guard and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/feltora01.jpg
Raül López,https://www.basketball-reference.com/players/l/lopezra01.html,1980-04-15,Free Agent / Retired,Right,Point Guard,
Reece Beekman,https://www.basketball-reference.com/players/b/beekmre01.html,2001-10-08,Brooklyn Nets,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/beekmre01.jpg
Reece Gaines,https://www.basketball-reference.com/players/g/gainere01.html,1981-01-07,Free Agent / Retired,Right,Point Guard,
Reed Sheppard,https://www.basketball-reference.com/players/s/sheppre01.html,2004-06-24,Houston Rockets,Right,Point Guard and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/sheppre01.jpg
Reggie Bullock,https://www.basketball-reference.com/players/b/bullore01.html,1991-03-16,Free Agent / Retired,Right,Small Forward and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/bullore01.jpg
Reggie Evans,https://www.basketball-reference.com/players/e/evansre01.html,1980-05-18,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/evansre01.jpg
Reggie Geary,https://www.basketball-reference.com/players/g/gearyre01.html,1973-08-31,Free Agent / Retired,Right,Point Guard,
Reggie Hanson,https://www.basketball-reference.com/players/h/hansore01.html,1968-10-06,Free Agent / Retired,Right,Small Forward,
Reggie Hearn,https://www.basketball-reference.com/players/h/hearnre01.html,1991-08-14,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/hearnre01.jpg
Reggie Jackson,https://www.basketball-reference.com/players/j/jacksre01.html,1990-04-16,Philadelphia 76ers,Right,Point Guard and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/jacksre01.jpg
Reggie Jordan,https://www.basketball-reference.com/players/j/jordare01.html,1968-01-26,Free Agent / Retired,Left,Shooting Guard and Point Guard,
Reggie Miller,https://www.basketball-reference.com/players/m/millere01.html,1965-08-24,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/millere01.jpg
Reggie Perry,https://www.basketball-reference.com/players/p/perryre01.html,2000-03-21,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/perryre01.jpg
Reggie Slater,https://www.basketball-reference.com/players/s/slatere01.html,1970-08-27,Free Agent / Retired,Right,Power Forward,
Reggie Williams,https://www.basketball-reference.com/players/w/willire02.html,1986-09-14,Free Agent / Retired,Left,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/willire02.jpg
Reggie Williams,https://www.basketball-reference.com/players/w/willire02.html,1964-03-05,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/willire01.jpg
Reggie Williams,https://www.basketball-reference.com/players/w/willire01.html,1986-09-14,Free Agent / Retired,Left,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/willire02.jpg
Reggie Williams,https://www.basketball-reference.com/players/w/willire01.html,1964-03-05,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/willire01.jpg
Renaldo Balkman,https://www.basketball-reference.com/players/b/balkmre01.html,1984-07-14,Free Agent / Retired,Right,Small Forward and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/balkmre01.jpg
Renaldo Major,https://www.basketball-reference.com/players/m/majorre01.html,1982-05-07,Free Agent / Retired,Right,Power Forward,
Rex Chapman,https://www.basketball-reference.com/players/c/chapmre01.html,1967-10-05,Free Agent / Retired,Right,Shooting Guard and Point Guard,
Rex Walters,https://www.basketball-reference.com/players/w/waltere01.html,1970-03-12,Free Agent / Retired,Left,Shooting Guard and Point Guard,
Rich Manning,https://www.basketball-reference.com/players/m/manniri01.html,1970-06-23,Free Agent / Retired,Right,Power Forward,
Richard Dumas,https://www.basketball-reference.com/players/d/dumasri02.html,1969-05-19,Free Agent / Retired,Right,Small Forward and Power Forward,
Richard Hamilton,https://www.basketball-reference.com/players/h/hamilri01.html,1978-02-14,Free Agent / Retired,Right,Shooting Guard and Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/hamilri01.jpg
Richard Jefferson,https://www.basketball-reference.com/players/j/jefferi01.html,1980-06-21,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/jefferi01.jpg
Richaun Holmes,https://www.basketball-reference.com/players/h/holmeri01.html,1993-10-15,Washington Wizards,Right,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/holmeri01.jpg
Richie Frahm,https://www.basketball-reference.com/players/f/frahmri01.html,1977-08-14,Free Agent / Retired,Right,Shooting Guard and Small Forward,
Rick Brunson,https://www.basketball-reference.com/players/b/brunsri01.html,1972-06-14,Free Agent / Retired,Left,Point Guard,
Rick Fox,https://www.basketball-reference.com/players/f/foxri01.html,1969-07-24,Free Agent / Retired,Right,Small Forward,
Rick Hughes,https://www.basketball-reference.com/players/h/hugheri02.html,1973-08-22,Free Agent / Retired,Right,Power Forward,
Rick Mahorn,https://www.basketball-reference.com/players/m/mahorri01.html,1958-09-21,Free Agent / Retired,Right,Power Forward and Center,https://www.basketball-reference.com/req/202106291/images/headshots/mahorri01.jpg
Ricky Council IV,https://www.basketball-reference.com/players/c/councri01.html,2001-08-03,Philadelphia 76ers,Right,Shooting Guard and Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/councri01.jpg
Ricky Davis,https://www.basketball-reference.com/players/d/davisri01.html,1979-09-23,Free Agent / Retired,Right,Shooting Guard and Small Forward,
Ricky Ledo,https://www.basketball-reference.com/players/l/ledori01.html,1992-09-10,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/ledori01.jpg
Ricky Pierce,https://www.basketball-reference.com/players/p/piercri01.html,1959-08-19,Free Agent / Retired,Right,Shooting Guard and Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/piercri01.jpg
Ricky Rubio,https://www.basketball-reference.com/players/r/rubiori01.html,1990-10-21,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/rubiori01.jpg
Rik Smits,https://www.basketball-reference.com/players/s/smitsri01.html,1966-08-23,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/smitsri01.jpg
Riley Minix,https://www.basketball-reference.com/players/m/minixri01.html,2000-09-22,San Antonio Spurs,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/minixri01.jpg
Rob Dillingham,https://www.basketball-reference.com/players/d/dilliro01.html,2005-01-04,Minnesota Timberwolves,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/dilliro01.jpg
Rob Edwards,https://www.basketball-reference.com/players/e/edwarro01.html,1997-01-20,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/edwarro01.jpg
Rob Kurz,https://www.basketball-reference.com/players/k/kurzro01.html,1985-03-05,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/kurzro01.jpg
Robbie Hummel,https://www.basketball-reference.com/players/h/hummero01.html,1989-03-08,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/hummero01.jpg
Robert Archibald,https://www.basketball-reference.com/players/a/archiro01.html,1980-03-29,Free Agent / Retired,Right,Power Forward and Center,
Robert Churchwell,https://www.basketball-reference.com/players/c/churcro01.html,1972-02-20,Free Agent / Retired,Right,Shooting Guard,
Robert Covington,https://www.basketball-reference.com/players/c/covinro01.html,1990-12-14,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/covinro01.jpg
Robert Franks,https://www.basketball-reference.com/players/f/frankro01.html,1996-12-18,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/frankro01.jpg
Robert Hite,https://www.basketball-reference.com/players/h/hitero01.html,1984-01-12,Free Agent / Retired,Left,Shooting Guard,
Robert Horry,https://www.basketball-reference.com/players/h/horryro01.html,1970-08-25,Free Agent / Retired,Right,Power Forward and Small Forward,
Robert Pack,https://www.basketball-reference.com/players/p/packro01.html,1969-02-03,Free Agent / Retired,Right,Point Guard,
Robert Parish,https://www.basketball-reference.com/players/p/parisro01.html,1953-08-30,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/parisro01.jpg
Robert Sacre,https://www.basketball-reference.com/players/s/sacrero01.html,1989-06-06,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/sacrero01.jpg
Robert Swift,https://www.basketball-reference.com/players/s/swiftro01.html,1985-12-03,Free Agent / Retired,Right,Center,
Robert Traylor,https://www.basketball-reference.com/players/t/traylro01.html,1977-02-01,Free Agent / Retired,Right,Center and Power Forward,
Robert Werdann,https://www.basketball-reference.com/players/w/werdaro01.html,1970-09-12,Free Agent / Retired,Right,Center,
Robert Whaley,https://www.basketball-reference.com/players/w/whalero01.html,1982-04-16,Free Agent / Retired,Right,Center,
Robert Williams,https://www.basketball-reference.com/players/w/williro04.html,1997-10-17,Portland Trail Blazers,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/williro04.jpg
Robert Woodard II,https://www.basketball-reference.com/players/w/woodaro01.html,1999-09-22,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/woodaro01.jpg
Robin Lopez,https://www.basketball-reference.com/players/l/lopezro01.html,1988-04-01,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/lopezro01.jpg
Rod Strickland,https://www.basketball-reference.com/players/s/stricro02.html,1966-07-11,Free Agent / Retired,Right,Point Guard and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/stricro02.jpg
